,id,case_number,date,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,year,latitude,longitude,GEOID
84711,13198289,JG409670,2023-09-03T16:37:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,823,8,15.0,66,18,2023,41.778140133,-87.694581799,17031660600
84724,13198294,JG409622,2023-09-03T16:00:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1011,10,24.0,29,18,2023,41.86569751,-87.725151756,17031838700
84815,13198155,JG409463,2023-09-03T13:17:00.000,2031,NARCOTICS,POSSESS - METHAMPHETAMINE,STREET,False,False,522,5,9.0,49,18,2023,41.691643036,-87.626319281,17031491300
84848,13198090,JG409344,2023-09-03T12:10:00.000,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False,1133,11,24.0,27,18,2023,41.871729561,-87.71848567,17031270500
84850,13198020,JG409326,2023-09-03T12:06:00.000,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,924,9,15.0,61,18,2023,41.810430339,-87.664369687,17031842600
84877,13198042,JG409322,2023-09-03T11:40:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,123,1,4.0,32,18,2023,41.867428687,-87.626342565,17031330102
84901,13198089,JG409373,2023-09-03T10:58:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,1112,11,36.0,23,18,2023,41.902740739,-87.718199261,17031230700
84923,13197999,JG409194,2023-09-03T10:20:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,1533,15,28.0,25,18,2023,41.880839844,-87.752633686,17031251800
84992,13197992,JG409139,2023-09-03T07:35:00.000,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,1215,12,27.0,28,18,2023,41.885426714,-87.661759042,17031833000
85000,13201029,JG412692,2023-09-05T19:24:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,313,3,20.0,42,18,2023,41.782819973,-87.604360654,17031420400
85081,13200727,JG412546,2023-09-05T17:45:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1115,11,28.0,26,18,2023,41.877730529,-87.725570112,17031260700
85114,13200626,JG412434,2023-09-05T16:58:00.000,2020,NARCOTICS,POSSESS - AMPHETAMINES,STREET,True,False,714,7,16.0,67,18,2023,41.786736065,-87.665290751,17031670700
85121,13200506,JG412349,2023-09-05T16:38:00.000,2026,NARCOTICS,POSSESS - PCP,STREET,True,False,1014,10,24.0,29,18,2023,41.859983911,-87.722555478,17031838700
85131,13200500,JG412385,2023-09-05T16:29:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1121,11,27.0,23,18,2023,41.894520289,-87.713844933,17031231500
85177,13200437,JG412280,2023-09-05T15:28:00.000,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,831,8,17.0,66,18,2023,41.76277932,-87.689001492,17031661000
85210,13200397,JG412185,2023-09-05T14:49:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,1531,15,37.0,25,18,2023,41.899237493,-87.748353058,17031251000
85252,13200345,JG412059,2023-09-05T13:25:00.000,2027,NARCOTICS,POSSESS - CRACK,CTA TRAIN,True,False,123,1,4.0,32,18,2023,41.867428687,-87.626342565,17031330102
85255,13200311,JG412055,2023-09-05T13:13:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,NURSING / RETIREMENT HOME,True,False,2534,25,26.0,20,18,2023,41.915767137,-87.728960661,17031831200
85295,13200193,JG411932,2023-09-05T12:05:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1524,15,37.0,25,18,2023,41.894860993,-87.764304185,17031251500
85380,13200102,JG411811,2023-09-05T09:35:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,OTHER (SPECIFY),True,False,212,2,3.0,35,18,2023,41.830510293,-87.623244822,17031351400
85405,13199995,JG411628,2023-09-05T08:45:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1115,11,28.0,26,18,2023,41.878856669,-87.726796913,17031260700
85572,13199880,JG411399,2023-09-05T01:55:00.000,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,True,False,1131,11,24.0,29,18,2023,41.86602405,-87.735600824,17031843000
85804,13199682,JG411132,2023-09-04T20:19:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,324,3,8.0,69,18,2023,41.75869374,-87.594726852,17031834200
85813,13199503,JG411086,2023-09-04T20:01:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,1133,11,28.0,27,18,2023,41.874505287,-87.713619669,17031271400
85832,13199480,JG411087,2023-09-04T19:44:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1122,11,28.0,26,18,2023,41.879227173,-87.723176445,17031260800
85837,13199500,JG411092,2023-09-04T19:35:00.000,2022,NARCOTICS,POSSESS - COCAINE,VEHICLE NON-COMMERCIAL,True,False,613,6,17.0,71,18,2023,41.744580809,-87.653580577,17031710700
85844,13199428,JG411042,2023-09-04T19:15:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1822,18,27.0,8,18,2023,41.903113054,-87.643199348,17031842200
85871,13199473,JG411036,2023-09-04T18:30:00.000,2022,NARCOTICS,POSSESS - COCAINE,STREET,True,False,432,4,10.0,52,18,2023,41.720795663,-87.537706911,17031520200
85880,13199510,JG411021,2023-09-04T18:24:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1422,14,26.0,22,18,2023,41.91429253,-87.71181674,17031222700
85938,13199331,JG410879,2023-09-04T16:30:00.000,2026,NARCOTICS,POSSESS - PCP,SIDEWALK,True,False,1133,11,24.0,27,18,2023,41.87328131,-87.71974488,17031270500
85944,13199424,JG410936,2023-09-04T16:26:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,712,7,16.0,68,18,2023,41.786965077,-87.649180255,17031834700
85966,13199266,JG410832,2023-09-04T15:46:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1133,11,28.0,27,18,2023,41.874532075,-87.71146775,17031271400
85976,13199390,JG410840,2023-09-04T15:18:00.000,2012,NARCOTICS,MANUFACTURE / DELIVER - COCAINE,STREET,True,False,1634,16,31.0,15,18,2023,41.941727866,-87.751879387,17031151001
86135,13197657,JG408887,2023-09-03T01:30:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,SIDEWALK,True,False,323,3,6.0,69,18,2023,41.75848875,-87.609954205,17031691400
86153,13197654,JG408857,2023-09-03T01:08:00.000,2022,NARCOTICS,POSSESS - COCAINE,STREET,True,False,2031,20,40.0,4,18,2023,41.968924397,-87.688913938,17031040401
86172,13197578,JG408845,2023-09-03T00:50:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,True,False,913,9,11.0,60,18,2023,41.833822527,-87.647158654,17031839700
86284,13197568,JG408768,2023-09-02T22:44:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,715,7,15.0,67,18,2023,41.788322024,-87.668086757,17031670300
86290,13197553,JG408737,2023-09-02T22:34:00.000,2022,NARCOTICS,POSSESS - COCAINE,STREET,True,False,1131,11,24.0,25,18,2023,41.873192794,-87.743174845,17031252202
86335,13197502,JG408696,2023-09-02T21:40:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,CTA TRAIN,True,False,123,1,4.0,32,18,2023,41.867428687,-87.626342565,17031330102
86338,13197517,JG408698,2023-09-02T21:35:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,2413,24,50.0,2,18,2023,41.99402427,-87.695558237,17031020802
86370,13197516,JG408699,2023-09-02T20:56:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,2515,25,37.0,25,18,2023,41.914942374,-87.755866478,17031250300
86403,13197518,JG408620,2023-09-02T20:00:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,2223,22,21.0,71,18,2023,41.736066949,-87.635105524,17031710900
86419,13197565,JG408809,2023-09-02T19:37:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,True,False,123,1,4.0,32,18,2023,41.868706996,-87.630282615,17031839000
86457,13197266,JG408530,2023-09-02T18:39:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1022,10,24.0,29,18,2023,41.866399118,-87.706102021,17031841500
86458,13197403,JG408604,2023-09-02T18:34:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,True,False,131,1,3.0,33,18,2023,41.858761329,-87.623952866,17031330103
86488,13197460,JG408575,2023-09-02T17:55:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,True,False,735,7,17.0,67,18,2023,41.764489179,-87.675949898,17031672000
86489,13197235,JG408475,2023-09-02T17:53:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1121,11,27.0,23,18,2023,41.89602273,-87.715112293,17031231100
86505,13197257,JG408494,2023-09-02T17:25:00.000,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),OTHER (SPECIFY),True,False,1112,11,37.0,23,18,2023,41.899998054,-87.72622589,17031842100
86507,13197310,JG408432,2023-09-02T17:21:00.000,2022,NARCOTICS,POSSESS - COCAINE,STREET,True,False,1423,14,26.0,24,18,2023,41.907604451,-87.69326346,17031241000
86520,13197177,JG408458,2023-09-02T17:00:00.000,2022,NARCOTICS,POSSESS - COCAINE,STREET,True,False,1024,10,25.0,30,18,2023,41.845565271,-87.708724165,17031300800
86585,13197239,JG408376,2023-09-02T15:42:00.000,2020,NARCOTICS,POSSESS - AMPHETAMINES,STREET,True,False,713,7,16.0,67,18,2023,41.78438142,-87.664339872,17031670700
86607,13197255,JG408426,2023-09-02T15:10:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE,True,False,814,8,22.0,56,18,2023,41.811923824,-87.750611795,17031560200
86630,13197098,JG408186,2023-09-02T14:46:00.000,2026,NARCOTICS,POSSESS - PCP,SIDEWALK,True,False,1011,10,24.0,29,18,2023,41.862542217,-87.723195599,17031838700
86640,13197123,JG408178,2023-09-02T14:07:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,VEHICLE NON-COMMERCIAL,True,False,1124,11,27.0,27,18,2023,41.881058383,-87.698019494,17031837000
86679,13197014,JG408096,2023-09-02T13:08:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,CTA PLATFORM,True,False,123,1,4.0,32,18,2023,41.867428687,-87.626342565,17031330102
86709,13196981,JG408029,2023-09-02T12:17:00.000,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False,111,1,42.0,32,18,2023,41.886810776,-87.624924334,17031320102
86781,13196974,JG407936,2023-09-02T10:58:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1122,11,27.0,23,18,2023,41.890478932,-87.718610734,17031231500
86846,13196789,JG407775,2023-09-02T08:25:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,1133,11,28.0,27,18,2023,41.874526545,-87.711967165,17031271400
86907,13197154,JG407695,2023-09-02T05:00:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,2522,25,31.0,20,18,2023,41.924347734,-87.738301443,17031200200
87032,13195410,JG406070,2023-08-31T21:13:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,634,6,21.0,44,18,2023,41.73614018,-87.62911796,17031842400
87070,13195301,JG405979,2023-08-31T20:05:00.000,2022,NARCOTICS,POSSESS - COCAINE,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,1914,19,46.0,3,18,2023,41.966219259,-87.657061326,17031830700
87086,13195360,JG405963,2023-08-31T19:52:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,False,False,1523,15,37.0,25,18,2023,41.886542066,-87.755288658,17031251800
87184,13194900,JG405710,2023-08-31T17:19:00.000,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,SIDEWALK,True,False,1112,11,36.0,23,18,2023,41.902730408,-87.719345458,17031230700
87191,13194919,JG405681,2023-08-31T17:09:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),VACANT LOT / LAND,True,False,1122,11,27.0,23,18,2023,41.890553023,-87.718610023,17031231500
87210,13194876,JG405625,2023-08-31T16:33:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1133,11,28.0,27,18,2023,41.874526545,-87.711967165,17031271400
87235,13347661,JG405765,2023-08-31T15:53:04.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),APARTMENT,True,False,724,7,16.0,68,18,2023,41.777850177,-87.650377017,17031681000
87272,13194841,JG405459,2023-08-31T15:00:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,CTA TRAIN,True,False,113,1,34.0,32,18,2023,41.878638996,-87.627691486,17031839100
87308,13194736,JG405378,2023-08-31T14:04:00.000,2022,NARCOTICS,POSSESS - COCAINE,SIDEWALK,True,False,823,8,15.0,66,18,2023,41.779020474,-87.699929557,17031660301
87340,13341277,JG405332,2023-08-31T13:16:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,RESIDENCE,True,False,613,6,17.0,71,18,2023,41.739126517,-87.647350597,17031711000
87376,13194714,JG405258,2023-08-31T12:28:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,2232,22,21.0,73,18,2023,41.712391299,-87.642298633,17031730500
87381,13194669,JG405212,2023-08-31T12:07:00.000,2025,NARCOTICS,POSSESS - HALLUCINOGENS,STREET,True,False,1712,17,33.0,14,18,2023,41.968329182,-87.720025005,17031140301
87407,13194722,JG405242,2023-08-31T11:58:00.000,2021,NARCOTICS,POSSESS - BARBITURATES,STREET,True,False,222,2,4.0,39,18,2023,41.814020748,-87.59935555,17031390200
87413,13194610,JG405197,2023-08-31T11:41:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,1011,10,24.0,29,18,2023,41.864384919,-87.721893161,17031838700
87580,13194343,JG404737,2023-08-31T03:36:00.000,2022,NARCOTICS,POSSESS - COCAINE,STREET,True,False,823,8,15.0,66,18,2023,41.779076327,-87.696134362,17031660301
87605,13194346,JG404729,2023-08-31T02:03:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,APARTMENT,False,True,2431,24,49.0,1,18,2023,42.005476251,-87.665247909,17031010502
87651,13194254,JG404689,2023-08-31T00:29:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,VEHICLE NON-COMMERCIAL,True,False,2512,25,36.0,18,18,2023,41.929619032,-87.797874636,17031831600
87805,13194190,JG404577,2023-08-30T20:19:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,2525,25,35.0,22,18,2023,41.924042118,-87.725534998,17031220902
87842,13194074,JG404500,2023-08-30T19:35:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,713,7,16.0,67,18,2023,41.779488407,-87.663408151,17031670800
87857,13193923,JG404441,2023-08-30T19:22:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1112,11,27.0,23,18,2023,41.901719508,-87.720181643,17031231200
88021,13196585,JG407555,2023-09-02T00:12:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1132,11,28.0,26,18,2023,41.874280263,-87.731683239,17031260600
88094,13196545,JG407479,2023-09-01T22:26:00.000,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False,623,6,17.0,69,18,2023,41.753609595,-87.634373029,17031691200
88128,13196503,JG407448,2023-09-01T21:40:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,ABANDONED BUILDING,True,False,1133,11,28.0,27,18,2023,41.874503455,-87.713788588,17031271400
88200,13196342,JG407356,2023-09-01T19:45:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1021,10,24.0,29,18,2023,41.860404221,-87.71037488,17031291200
88281,13196206,JG407239,2023-09-01T17:51:00.000,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,1121,11,27.0,23,18,2023,41.896032623,-87.713892759,17031231100
88297,13196160,JG407134,2023-09-01T17:15:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1112,11,27.0,23,18,2023,41.901911634,-87.720187151,17031231200
88346,13196185,JG407043,2023-09-01T16:22:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,False,1112,11,37.0,23,18,2023,41.901733457,-87.723832804,17031231200
88442,13196065,JG406909,2023-09-01T14:28:00.000,2027,NARCOTICS,POSSESS - CRACK,ALLEY,True,False,831,8,17.0,66,18,2023,41.7640148,-87.688120416,17031661000
88446,13196092,JG406898,2023-09-01T14:24:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,GAS STATION,True,False,611,6,17.0,71,18,2023,41.749880266,-87.663426578,17031710500
88451,13196023,JG406864,2023-09-01T14:10:00.000,2027,NARCOTICS,POSSESS - CRACK,VACANT LOT / LAND,True,False,1122,11,27.0,23,18,2023,41.89059146,-87.718613327,17031231500
88481,13195940,JG406766,2023-09-01T13:03:00.000,2027,NARCOTICS,POSSESS - CRACK,RESIDENCE - YARD (FRONT / BACK),True,False,1512,15,29.0,25,18,2023,41.882208006,-87.767229383,17031252000
88499,13196110,JG406827,2023-09-01T12:55:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,True,False,311,3,20.0,40,18,2023,41.781164874,-87.615646354,17031420600
88517,13196009,JG406781,2023-09-01T12:26:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,False,False,1834,18,42.0,8,18,2023,41.891679873,-87.627731607,17031081500
88559,13195917,JG406685,2023-09-01T11:44:00.000,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,2234,22,21.0,75,18,2023,41.690035977,-87.663147165,17031750500
88576,13195941,JG406666,2023-09-01T11:04:00.000,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,STREET,True,False,522,5,9.0,49,18,2023,41.688526271,-87.627788587,17031491300
88683,13195726,JG406424,2023-09-01T08:31:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1133,11,28.0,27,18,2023,41.874526187,-87.711901076,17031271400
88950,13195428,JG406151,2023-08-31T23:38:00.000,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,1133,11,24.0,26,18,2023,41.873510659,-87.720554136,17031260900
88979,13195506,JG406140,2023-08-31T22:41:00.000,2027,NARCOTICS,POSSESS - CRACK,STREET,True,False,612,6,17.0,71,18,2023,41.751488663,-87.65133817,17031710800
89019,13193656,JG404022,2023-08-30T15:07:00.000,2027,NARCOTICS,POSSESS - CRACK,PARK PROPERTY,True,False,2422,24,49.0,1,18,2023,42.017426471,-87.670333694,17031010300
89046,13300190,JG403980,2023-08-30T14:19:00.000,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16,41.0,76,18,2023,41.953783081,-87.915105451,17031811701
89069,13193661,JG403992,2023-08-30T13:30:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE - YARD (FRONT / BACK),True,False,1622,16,45.0,11,18,2023,41.972740671,-87.784296977,17031110300
89074,13193615,JG403924,2023-08-30T13:17:00.000,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),ALLEY,True,False,823,8,15.0,66,18,2023,41.778270608,-87.693370633,17031660600
89077,13193608,JG403888,2023-08-30T13:15:00.000,2020,NARCOTICS,POSSESS - AMPHETAMINES,STREET,True,False,531,5,9.0,49,18,2023,41.686666509,-87.616844018,17031491400
89096,13193531,JG403847,2023-08-30T12:57:00.000,2027,NARCOTICS,POSSESS - CRACK,ALLEY,True,False,1132,11,24.0,29,18,2023,41.866194467,-87.723645485,17031843000
89097,13193569,JG403848,2023-08-30T12:47:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,False,1423,14,26.0,24,18,2023,41.910170915,-87.702797091,17031230100
89169,13193586,JG403835,2023-08-30T10:40:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,CAR WASH,True,False,2212,22,19.0,72,18,2023,41.700551523,-87.658332506,17031730700
89228,13193246,JG403504,2023-08-30T09:12:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1121,11,27.0,23,18,2023,41.896422384,-87.713907358,17031231100
89269,13193734,JG404052,2023-08-30T08:00:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,SCHOOL - PUBLIC BUILDING,True,False,1213,12,27.0,24,18,2023,41.903380291,-87.664241511,17031242000
89406,13193228,JG403264,2023-08-30T00:46:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,1434,14,32.0,24,18,2023,41.912597047,-87.685582778,17031240500
89525,13192975,JG403160,2023-08-29T21:50:00.000,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,STREET,True,False,713,7,16.0,67,18,2023,41.789836176,-87.663245417,17031670200
89533,13192981,JG403151,2023-08-29T21:23:00.000,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,False,False,722,7,20.0,68,18,2023,41.77960451,-87.631825011,17031680900
89566,13192936,JG403124,2023-08-29T20:37:00.000,2012,NARCOTICS,MANUFACTURE / DELIVER - COCAINE,HOTEL / MOTEL,True,False,2011,20,50.0,2,18,2023,41.989293402,-87.705537043,17031020701
89576,13192897,JG403060,2023-08-29T20:21:00.000,2022,NARCOTICS,POSSESS - COCAINE,STREET,True,False,923,9,14.0,63,18,2023,41.797411579,-87.689850267,17031630500
89594,13192842,JG403061,2023-08-29T19:55:00.000,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False,1122,11,28.0,26,18,2023,41.880456827,-87.723219829,17031260800
89676,13192658,JG402887,2023-08-29T17:45:00.000,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1112,11,37.0,23,18,2023,41.900017263,-87.726225708,17031842100
89717,13300201,JG402842,2023-08-29T16:35:00.000,2020,NARCOTICS,POSSESS - AMPHETAMINES,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16,41.0,76,18,2023,41.953783081,-87.915105451,17031811701
89726,13300184,JG402838,2023-08-29T16:20:00.000,2022,NARCOTICS,POSSESS - COCAINE,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16,41.0,76,18,2023,41.953783081,-87.915105451,17031811701
89763,13192643,JG402704,2023-08-29T15:26:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,True,False,724,7,16.0,68,18,2023,41.779618399,-87.653767961,17031681000
89785,13370371,JG402879,2023-08-29T14:55:00.000,2091,NARCOTICS,FORFEIT PROPERTY,OTHER (SPECIFY),True,False,121,1,42.0,28,18,2023,41.878840427,-87.639582928,17031281900
89805,13192602,JG402623,2023-08-29T14:25:00.000,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False,2432,24,49.0,1,18,2023,42.001720122,-87.671044957,17031830600
89859,13192448,JG402470,2023-08-29T12:45:00.000,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,OTHER (SPECIFY),True,False,1135,11,28.0,29,18,2023,41.866517317,-87.695178701,17031843300
89886,13192592,JG402388,2023-08-29T11:54:00.000,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,CTA STATION,True,False,2422,24,49.0,1,18,2023,42.018498254,-87.672983233,17031010202
89900,13192404,JG402398,2023-08-29T11:38:00.000,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,SIDEWALK,True,False,411,4,8.0,43,18,2023,41.758753595,-87.587425173,17031430400
89986,13192202,JG402184,2023-08-29T08:50:00.000,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,SIDEWALK,True,False,1112,11,36.0,23,18,2023,41.902440353,-87.718988246,17031231200
